Eta	MaxDepth	Gamma	ColsampleByTree	MinChildWeight	subsample	nrounds	Accuracy	Kappa	AccuracySD	KappaSD
0.5	6	0	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	6	1	0.2	1	1	10	0.653700878958905	0.301926050305383	0.0819895388294547	0.17432083313399
0.5	6	1	0.2	10	1	10	0.627050418332278	0.250797930100062	0.0678242997546833	0.134932406246348
0.5	6	1	0.2	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	6	1	0.6	1	1	10	0.673863367183277	0.342332893091639	0.0624922763500961	0.123960221329908
0.5	6	1	0.6	10	1	10	0.628946158772055	0.255892656360042	0.0786887493766296	0.149255042283312
0.5	6	1	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	6	1	1	1	1	10	0.664380678183829	0.319544763941731	0.056565275604929	0.115503154981475
0.5	6	1	1	10	1	10	0.618572956075189	0.235041128625097	0.0774716200877616	0.150250760737762
0.5	6	1	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	6	1.5	0.2	1	1	10	0.662137245807475	0.32252407722021	0.0632153275351024	0.126873199169207
0.5	6	1.5	0.2	10	1	10	0.624760155473745	0.244627442200772	0.0808113879737095	0.156570624818232
0.5	6	1.5	0.2	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	6	1.5	0.6	1	1	10	0.667333599166854	0.330535959036173	0.0690030280073028	0.136468400690881
0.5	6	1.5	0.6	10	1	10	0.619652277530056	0.238011074617321	0.0847335886512926	0.164274155683142
0.5	6	1.5	0.6	20	1	10	0.495115207574846	0	0.0809373306907322	0
0.5	6	1.5	1	1	1	10	0.670410879798736	0.332010791858204	0.0536983721741187	0.110825943885388
0.5	6	1.5	1	10	1	10	0.618572956075189	0.235041128625097	0.0774716200877616	0.150250760737762
0.5	6	1.5	1	20	1	10	0.495115207574846	0	0.0809373306907322	0
